date,title,source,link
2024-01-03 08:00:00,AI、新品驅動 精測今年拚重返成長 | MoneyDJ理財網 | LINE TODAY - LINE TODAY Taiwan,LINE TODAY Taiwan,https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vdG9kYXkubGluZS5tZS90dy92Mi9hcnRpY2xlL1phbXBMUFjSAS9odHRwczovL3RvZGF5LmxpbmUubWUvdHcvdjIvYW1wL2FydGljbGUvWmFtcExQWA?oc=5
2024-01-03 08:00:00,AI晶片高速、大電流測試趨勢，精測審慎樂觀今年新一輪成長循環 - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMilQJodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzL2FpJUU2JTk5JUI2JUU3JTg5JTg3JUU5JUFCJTk4JUU5JTgwJTlGLSVFNSVBNCVBNyVFOSU5QiVCQiVFNiVCNSU4MSVFNiVCOCVBQyVFOCVBOSVBNiVFOCVCNiVBOCVFNSU4QiVBMi0lRTclQjIlQkUlRTYlQjglQUMlRTUlQUYlQTklRTYlODUlOEUlRTYlQTglODIlRTglQTclODAlRTQlQkIlOEElRTUlQjklQjQlRTYlOTYlQjAtJUU4JUJDJUFBJUU2JTg4JTkwJUU5JTk1JUI3JUU1JUJFJUFBJUU3JTkyJUIwLTAyMTU1MjQwNS5odG1s0gEA?oc=5
2024-01-03 08:00:00,《半導體》精測11日受邀法說 - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMijAFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNSU4RCU4QSVFNSVCMCU4RSVFOSVBQiU5NC0lRTclQjIlQkUlRTYlQjglQUMxMSVFNiU5NyVBNSVFNSU4RiU5NyVFOSU4MiU4MCVFNiVCMyU5NSVFOCVBQSVBQS0wNzQyMjk2NTQuaHRtbNIBAA?oc=5
2024-01-03 08:00:00,《半導體》精測上月、上季營收齊回溫 2024審慎樂觀迎成長 - 中時新聞網,中時新聞網,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDI0MDEwMzAwMzg0MS0yNjA0MTDSAUFodHRwczovL3d3dy5jaGluYXRpbWVzLmNvbS9hbXAvcmVhbHRpbWVuZXdzLzIwMjQwMTAzMDAzODQxLTI2MDQxMA?oc=5
2024-01-03 08:00:00,【公告】精測2023年12月合併營收2.81億元年增-18.05% - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMiugFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNSU4NSVBQyVFNSU5MSU4QS0lRTclQjIlQkUlRTYlQjglQUMtMjAyMyVFNSVCOSVCNDEyJUU2JTlDJTg4JUU1JTkwJTg4JUU0JUJEJUI1JUU3JTg3JTlGJUU2JTk0JUI2Mi04MSVFNSU4NCU4NCVFNSU4NSU4My0lRTUlQjklQjQlRTUlQTIlOUUtMDY0MTI2NTAzLmh0bWzSAQA?oc=5
2024-01-03 08:00:00,【公告】精測受邀參加兆豐證券舉辦之「2024Q1 春季論壇」 - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi4wFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNSU4NSVBQyVFNSU5MSU4QS0lRTclQjIlQkUlRTYlQjglQUMlRTUlOEYlOTclRTklODIlODAlRTUlOEYlODMlRTUlOEElQTAlRTUlODUlODYlRTglQjElOTAlRTglQUQlODklRTUlODglQjglRTglODglODklRTglQkUlQTYlRTQlQjklOEItMjAyNHExLSVFNiU5OCVBNSVFNSVBRCVBMyVFOCVBQiU5NiVFNSVBMyU4Ny0wNzM4MzgxNzEuaHRtbNIBAA?oc=5
2024-01-03 08:00:00,中華精測第四季營收季增11.6％ - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMilwFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNCVCOCVBRCVFOCU4RiVBRiVFNyVCMiVCRSVFNiVCOCVBQyVFNyVBQyVBQyVFNSU5QiU5QiVFNSVBRCVBMyVFNyU4NyU5RiVFNiU5NCVCNi0lRTUlQUQlQTMlRTUlQTIlOUUxMS02LTA3NDQ1MzcwNy5odG1s0gEA?oc=5
2024-01-03 08:00:00,精測12月營收2.81 億元| TechNews 科技新報 - TechNews 科技新報,TechNews 科技新報,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDI0LzAxLzAzL2NocHQtNjUxMC0yMDIzMTItZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5
2024-01-03 08:00:00,精測12月營收2.81億元年減18.05% 1—12月達28.84億元 - Anue鉅亨,Anue鉅亨,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzODIz0gEqaHR0cHM6Ly9hbXAtbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzODIz?oc=5
2024-01-03 08:00:00,精測12月營收站上去年單月高點 今年探針卡看成長 - 民視新聞網FTVn,民視新聞網FTVn,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmZ0dm5ld3MuY29tLnR3L25ld3MvZGV0YWlsLzIwMjQxMDNXMDI2NdIBN2h0dHBzOi8vd3d3LmZ0dm5ld3MuY29tLnR3L25ld3MvZGV0YWlsLzIwMjQxMDNXMDI2NS9hbXA?oc=5
2024-01-03 08:00:00,精測去年12月營收2.81億元 月增7.1% - 經濟日報,經濟日報,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9zdG9yeS81NjEyLzc2ODM1MDk_ZnJvbT1lZG5fbmV4dF9zdG9yedIBMmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9hbXAvc3RvcnkvNTYxMi83NjgzNTA5?oc=5
2024-01-03 08:00:00,精測去年12月營收2.81億元 月增7.1% - 聯合新聞網,聯合新聞網,https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzcyNDAvNzY4MzUwOdIBK2h0dHBzOi8vdWRuLmNvbS9uZXdzL2FtcC9zdG9yeS83MjU0Lzc2ODM1MDk?oc=5
2024-01-03 08:00:00,精測去年12月營收2.81億元月增7.1% | 聯合新聞網 - 聯合新聞網,聯合新聞網,https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzcyNDAvNzY4MzUwOdIBAA?oc=5
2024-01-03 08:00:00,精測去年12月營收寫一年高 全年則下滑34% - Anue鉅亨,Anue鉅亨,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzNzU10gEqaHR0cHM6Ly9hbXAtbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzNzU1?oc=5
2024-01-03 08:00:00,精測去年12月營收寫一年高 全年則下滑34% | anue鉅亨網 | LINE TODAY - LINE TODAY Taiwan,LINE TODAY Taiwan,https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vdG9kYXkubGluZS5tZS90dy92Mi9hcnRpY2xlL0JFMG1xSkfSAS9odHRwczovL3RvZGF5LmxpbmUubWUvdHcvdjIvYW1wL2FydGljbGUvQkUwbXFKRw?oc=5
2024-01-03 08:00:00,精測去年12月營收寫一年高全年則下滑34% - Anue鉅亨,Anue鉅亨,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzNzU10gEA?oc=5
2024-01-03 08:00:00,精測去年12月營收寫一年高全年則下滑34% - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMivAFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNyVCMiVCRSVFNiVCOCVBQyVFNSU4RSVCQiVFNSVCOSVCNDEyJUU2JTlDJTg4JUU3JTg3JTlGJUU2JTk0JUI2JUU1JUFGJUFCLSVFNSVCOSVCNCVFOSVBQiU5OC0lRTUlODUlQTglRTUlQjklQjQlRTUlODklODclRTQlQjglOEIlRTYlQkIlOTEzNC0wOTA5MjI5MjEuaHRtbNIBAA?oc=5
2024-01-03 08:00:00,精測探針卡業績成長 今年樂觀看待 - 自由財經,自由財經,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vZWMubHRuLmNvbS50dy9hcnRpY2xlL2JyZWFraW5nbmV3cy80NTQwNzQ50gE2aHR0cHM6Ly9lYy5sdG4uY29tLnR3L2FtcC9hcnRpY2xlL2JyZWFraW5nbmV3cy80NTQwNzQ5?oc=5
2024-01-03 08:00:00,精測營收／去年年減逾三成 審慎樂觀看今年 AI 商機 - 經濟日報,經濟日報,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9zdG9yeS81NzEwLzc2ODM2NzbSATJodHRwczovL21vbmV5LnVkbi5jb20vbW9uZXkvYW1wL3N0b3J5LzU3MTAvNzY4MzY3Ng?oc=5
2024-01-03 08:00:00,精測營收／去年年減逾三成 審慎樂觀看今年 AI 商機 - 聯合新聞網,聯合新聞網,https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzcyNTMvNzY4MzY3NtIBK2h0dHBzOi8vdWRuLmNvbS9uZXdzL2FtcC9zdG9yeS83MjU0Lzc2ODM2NzY?oc=5
2024-01-03 08:00:00,精測看今年 AI 相關晶片將帶動混針系列探針卡業績成長 - 經濟日報,經濟日報,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9zdG9yeS81NjEyLzc2ODM1MTbSATJodHRwczovL21vbmV5LnVkbi5jb20vbW9uZXkvYW1wL3N0b3J5LzU2MTIvNzY4MzUxNg?oc=5
2024-01-03 08:00:00,精測看今年AI相關晶片 將帶動混針系列探針卡業績成長 - 聯合新聞網,聯合新聞網,https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzcyNDAvNzY4MzUxNtIBK2h0dHBzOi8vdWRuLmNvbS9uZXdzL2FtcC9zdG9yeS83MjU0Lzc2ODM1MTY?oc=5
2024-01-03 08:00:06,《半導體》精測11日受邀法說 - 旺得富 WantRich,旺得富 WantRich,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd2FudHJpY2guY2hpbmF0aW1lcy5jb20vbmV3cy8yMDI0MDEwMzkwMDgwNy00MjAxMDHSAT5odHRwczovL3dhbnRyaWNoLmNoaW5hdGltZXMuY29tL2FtcC9uZXdzLzIwMjQwMTAzOTAwODA3LTQyMDEwMQ?oc=5
2024-01-03 08:07:00,《半導體》精測上月、上季營收齊回溫2024審慎樂觀迎成長 - 富聯網,富聯網,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3cyLm1vbmV5LWxpbmsuY29tLnR3L1JlYWx0aW1lTmV3cy9OZXdzQ29udGVudC5hc3B4P3NuPTUzNjY2MDcwMDEmcHU9TmV3c18wMDQ20gEA?oc=5
2024-01-03 08:10:42,《半導體》精測上月、上季營收齊回溫 2024審慎樂觀迎成長 - 旺得富 WantRich,旺得富 WantRich,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd2FudHJpY2guY2hpbmF0aW1lcy5jb20vbmV3cy8yMDI0MDEwMzkwMDgyNi00MjAxMDHSAT5odHRwczovL3dhbnRyaWNoLmNoaW5hdGltZXMuY29tL2FtcC9uZXdzLzIwMjQwMTAzOTAwODI2LTQyMDEwMQ?oc=5
2024-01-03 08:10:42,《半導體》精測上月、上季營收齊回溫2024審慎樂觀迎成長 - 旺得富 WantRich,旺得富 WantRich,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd2FudHJpY2guY2hpbmF0aW1lcy5jb20vbmV3cy8yMDI0MDEwMzkwMDgyNi00MjAxMDHSAQA?oc=5
2024-01-03 08:15:18,中華精測第四季營收季增11.6％ - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMilwFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNCVCOCVBRCVFOCU4RiVBRiVFNyVCMiVCRSVFNiVCOCVBQyVFNyVBQyVBQyVFNSU5QiU5QiVFNSVBRCVBMyVFNyU4NyU5RiVFNiU5NCVCNi0lRTUlQUQlQTMlRTUlQTIlOUUxMS02LTA3NDQ1MzcwNy5odG1s0gEA?oc=5
2024-01-03 08:16:52,中華精測第四季營收 季增11.6％ - Yahoo奇摩新聞,Yahoo奇摩新聞,https://news.google.com/rss/articles/CBMikQFodHRwczovL3R3Lm5ld3MueWFob28uY29tLyVFNCVCOCVBRCVFOCU4RiVBRiVFNyVCMiVCRSVFNiVCOCVBQyVFNyVBQyVBQyVFNSU5QiU5QiVFNSVBRCVBMyVFNyU4NyU5RiVFNiU5NCVCNi0lRTUlQUQlQTMlRTUlQTIlOUUxMS02LTA3NDQ1MzcwNy5odG1s0gGZAWh0dHBzOi8vdHcubmV3cy55YWhvby5jb20vYW1waHRtbC8lRTQlQjglQUQlRTglOEYlQUYlRTclQjIlQkUlRTYlQjglQUMlRTclQUMlQUMlRTUlOUIlOUIlRTUlQUQlQTMlRTclODclOUYlRTYlOTQlQjYtJUU1JUFEJUEzJUU1JUEyJTlFMTEtNi0wNzQ0NTM3MDcuaHRtbA?oc=5
2024-01-03 08:18:50,《半導體》精測上月、上季營收齊回溫 2024審慎樂觀迎成長 - 中時新聞網 Chinatimes.com,中時新聞網 Chinatimes.com,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL2FtcC9yZWFsdGltZW5ld3MvMjAyNDAxMDMwMDM4NDEtMjYwNDEw0gFBaHR0cHM6Ly93d3cuY2hpbmF0aW1lcy5jb20vYW1wL3JlYWx0aW1lbmV3cy8yMDI0MDEwMzAwMzg0MS0yNjA0MTA?oc=5
2024-01-03 08:37:22,精測探針卡業績成長 今年樂觀看待 - 自由財經,自由財經,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vZWMubHRuLmNvbS50dy9hcnRpY2xlL2JyZWFraW5nbmV3cy80NTQwNzQ50gE2aHR0cHM6Ly9lYy5sdG4uY29tLnR3L2FtcC9hcnRpY2xlL2JyZWFraW5nbmV3cy80NTQwNzQ5?oc=5
2024-01-03 08:41:41,精測營收／去年年減逾三成 審慎樂觀看今年 AI 商機 - 聯合新聞網,聯合新聞網,https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vdWRuLmNvbS9uZXdzL3N0b3J5LzcyNTMvNzY4MzY3NtIBK2h0dHBzOi8vdWRuLmNvbS9uZXdzL2FtcC9zdG9yeS83MjU0Lzc2ODM2NzY?oc=5
2024-01-03 08:42:02,精測營收／去年年減逾三成 審慎樂觀看今年 AI 商機 - 經濟日報,經濟日報,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9zdG9yeS81NzEwLzc2ODM2NzbSATJodHRwczovL21vbmV5LnVkbi5jb20vbW9uZXkvYW1wL3N0b3J5LzU3MTAvNzY4MzY3Ng?oc=5
2024-01-03 08:44:37,精測營收／去年年減逾三成 審慎樂觀看今年 AI 商機 - 經濟日報,經濟日報,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9zdG9yeS81NzEwLzc2ODM2NzY_ZnJvbT1lZG5fcmVsYXRlZF9zdG9yeWJvdHRvbdIBMmh0dHBzOi8vbW9uZXkudWRuLmNvbS9tb25leS9hbXAvc3RvcnkvNTcxMC83NjgzNjc2?oc=5
2024-01-03 09:09:22,精測去年12月營收寫一年高 全年則下滑34% - Anue鉅亨,Anue鉅亨,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzNzU10gEqaHR0cHM6Ly9hbXAtbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzNzU1?oc=5
2024-01-03 09:11:54,中華精測第四季營收 季增11.6％ - 旺得富 WantRich,旺得富 WantRich,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd2FudHJpY2guY2hpbmF0aW1lcy5jb20vbmV3cy8yMDI0MDEwMzkwMDg5MS00MjAxMDHSAT5odHRwczovL3dhbnRyaWNoLmNoaW5hdGltZXMuY29tL2FtcC9uZXdzLzIwMjQwMTAzOTAwODkxLTQyMDEwMQ?oc=5
2024-01-03 09:24:26,精測12月營收站上去年單月高點 今年探針卡看成長 - 民視新聞網FTVn,民視新聞網FTVn,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmZ0dm5ld3MuY29tLnR3L25ld3MvZGV0YWlsLzIwMjQxMDNXMDI2NdIBN2h0dHBzOi8vd3d3LmZ0dm5ld3MuY29tLnR3L25ld3MvZGV0YWlsLzIwMjQxMDNXMDI2NS9hbXA?oc=5
2024-01-03 09:44:18,精測12月營收2.81億元年減18.05% 1—12月達28.84億元 - Anue鉅亨,Anue鉅亨,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzODIz0gEqaHR0cHM6Ly9hbXAtbmV3cy5jbnllcy5jb20vbmV3cy9pZC81NDIzODIz?oc=5
2024-01-03 10:03:51,精測12月營收站上去年單月高點今年探針卡看成長｜四季線上4gTV - 四季線上4gTV,四季線上4gTV,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LjRndHYudHYvYXJ0aWNsZS8yMDI0MDEwMzA1MDAwMDA50gEA?oc=5
2024-01-03 11:11:27,《半導體》精測11日受邀法說 - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMijAFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNSU4RCU4QSVFNSVCMCU4RSVFOSVBQiU5NC0lRTclQjIlQkUlRTYlQjglQUMxMSVFNiU5NyVBNSVFNSU4RiU5NyVFOSU4MiU4MCVFNiVCMyU5NSVFOCVBQSVBQS0wNzQyMjk2NTQuaHRtbNIBAA?oc=5
2024-01-03 11:11:27,【公告】精測受邀參加兆豐證券舉辦之「2024Q1 春季論壇」 - Yahoo奇摩股市,Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi4wFodHRwczovL3R3LnN0b2NrLnlhaG9vLmNvbS9uZXdzLyVFNSU4NSVBQyVFNSU5MSU4QS0lRTclQjIlQkUlRTYlQjglQUMlRTUlOEYlOTclRTklODIlODAlRTUlOEYlODMlRTUlOEElQTAlRTUlODUlODYlRTglQjElOTAlRTglQUQlODklRTUlODglQjglRTglODglODklRTglQkUlQTYlRTQlQjklOEItMjAyNHExLSVFNiU5OCVBNSVFNSVBRCVBMyVFOCVBQiU5NiVFNSVBMyU4Ny0wNzM4MzgxNzEuaHRtbNIBAA?oc=5
